epoch;loss;lr;precision;recall;val_loss;val_precision;val_recall
0;0.5026956796646118;0.002;0.45052969455718994;0.8916758894920349;0.4743446409702301;0.5076066255569458;0.9669150710105896
1;0.32650595903396606;0.002;0.6102818250656128;0.8208794593811035;0.3134966492652893;0.5945971608161926;0.9125874638557434
2;0.2479739785194397;0.002;0.662790834903717;0.7659606337547302;0.24461360275745392;0.6402475237846375;0.8780211210250854
3;0.20557965338230133;0.002;0.689575731754303;0.7340630292892456;0.2128288298845291;0.6507681608200073;0.8738877773284912
4;0.17960871756076813;0.002;0.7099406123161316;0.7096561193466187;0.18181824684143066;0.6835948824882507;0.8492066860198975
5;0.16241581737995148;0.002;0.7196428775787354;0.6972073316574097;0.16749952733516693;0.6853154301643372;0.8516574501991272
6;0.14983366429805756;0.002;0.7261954545974731;0.6889834403991699;0.1566247195005417;0.6904884576797485;0.8476613163948059
7;0.14070260524749756;0.002;0.7323319315910339;0.6818383932113647;0.14384129643440247;0.7150315046310425;0.8216176629066467
8;0.13392886519432068;0.002;0.7386685013771057;0.6727542281150818;0.13898584246635437;0.7049227952957153;0.8397512435913086
9;0.12839990854263306;0.002;0.7426567077636719;0.6665905117988586;0.13087621331214905;0.7239839434623718;0.818206787109375
0;0.5065651535987854;0.002;0.4161629378795624;0.8822004795074463;0.46506190299987793;0.5221624374389648;0.962745189666748
1;0.3261321783065796;0.002;0.6216692328453064;0.8101033568382263;0.30819815397262573;0.6237295269966125;0.888336181640625
2;0.24789416790008545;0.002;0.6691339015960693;0.7608139514923096;0.24260368943214417;0.6586741209030151;0.8631338477134705
3;0.20588520169258118;0.002;0.6930902600288391;0.7280036807060242;0.19648249447345734;0.7105696201324463;0.8175758123397827
4;0.17926456034183502;0.002;0.7093772292137146;0.7139995694160461;0.1711057871580124;0.744855523109436;0.7742124199867249
5;0.16245068609714508;0.002;0.7160380482673645;0.7004662156105042;0.15942087769508362;0.7291057109832764;0.8042064905166626
6;0.14968816936016083;0.002;0.7312836647033691;0.6844854950904846;0.14947639405727386;0.7252772450447083;0.8133875727653503
7;0.14031073451042175;0.002;0.7349207401275635;0.6825397610664368;0.13910040259361267;0.7478904128074646;0.7837409973144531
0;0.5056470036506653;0.002;0.417697548866272;0.9056644439697266;0.4966326653957367;0.4901514947414398;0.9737186431884766
1;0.3257179856300354;0.002;0.6032266020774841;0.8391693830490112;0.32242918014526367;0.5815432667732239;0.9248960018157959
2;0.24774836003780365;0.002;0.6560149788856506;0.7760694026947021;0.24456007778644562;0.6356728672981262;0.8843674063682556
3;0.2056005299091339;0.002;0.6880276203155518;0.7348147034645081;0.20434632897377014;0.663570761680603;0.8643683195114136
4;0.17950649559497833;0.002;0.7052345871925354;0.7129560112953186;0.1811569631099701;0.6744874119758606;0.8546385765075684
5;0.1620473563671112;0.002;0.7197814583778381;0.6953355669975281;0.1624203324317932;0.6958721280097961;0.8352247476577759
6;0.1503908485174179;0.002;0.725074052810669;0.6837607026100159;0.1490238606929779;0.7140464782714844;0.8188011646270752
7;0.14176015555858612;0.002;0.730939507484436;0.6733673810958862;0.14132174849510193;0.7176533341407776;0.8129029273986816
8;0.13378594815731049;0.002;0.7402154207229614;0.6721426844596863;0.13590319454669952;0.7134889364242554;0.8235380053520203
9;0.12895222008228302;0.002;0.7400860786437988;0.6639707088470459;0.12993741035461426;0.7234660983085632;0.8125737309455872
10;0.12501826882362366;0.002;0.74174565076828;0.6581647992134094;0.12762272357940674;0.7136645913124084;0.8300580382347107
11;0.12041857838630676;0.002;0.747150719165802;0.6607127785682678;0.12439727783203125;0.7129548788070679;0.8293173313140869
12;0.11717409640550613;0.002;0.7507972121238708;0.6578593850135803;0.12193181365728378;0.7109071612358093;0.8337158560752869
13;0.11439478397369385;0.002;0.7512399554252625;0.6597464084625244;0.11835074424743652;0.7188212275505066;0.8246445059776306
14;0.11220759898424149;0.002;0.7521034479141235;0.6588065028190613;0.11446821689605713;0.7326987981796265;0.8116135597229004
15;0.1104370728135109;0.002;0.7505598664283752;0.6585978269577026;0.11310281604528427;0.7274258732795715;0.8213250637054443
16;0.1080227866768837;0.002;0.755831778049469;0.6591261029243469;0.1128137856721878;0.720641553401947;0.8254675269126892
17;0.10666879266500473;0.002;0.7533109784126282;0.6603561043739319;0.10813377797603607;0.7532573342323303;0.7877188920974731
18;0.104711152613163;0.002;0.7560534477233887;0.665768563747406;0.1077573299407959;0.7389090657234192;0.8095194697380066
19;0.1038147434592247;0.002;0.7555888891220093;0.6641017198562622;0.10623323917388916;0.7485606670379639;0.7930409908294678
