epoch;dice_coef;jacard_coef;loss;lr;val_dice_coef;val_jacard_coef;val_loss
0;0.38493743538856506;0.24337229132652283;-0.3829098343849182;0.002;0.11077728122472763;0.0586564727127552;-0.11259078979492188
1;0.5513498187065125;0.382797509431839;-0.5501313805580139;0.002;0.08899357169866562;0.04659914970397949;-0.08942379057407379
2;0.6209905743598938;0.451887845993042;-0.6204140186309814;0.002;0.44907185435295105;0.29032716155052185;-0.443075954914093
3;0.6603763103485107;0.494306743144989;-0.6597883701324463;0.002;0.6815543174743652;0.5187340974807739;-0.6710609197616577
4;0.6895250082015991;0.5272542834281921;-0.6906434297561646;0.002;0.7150399088859558;0.5583662986755371;-0.7077541351318359
5;0.7057737112045288;0.5462684035301208;-0.7063387036323547;0.002;0.7316328883171082;0.5789536833763123;-0.7248556017875671
6;0.7121081352233887;0.556290864944458;-0.7178469300270081;0.002;0.7384626865386963;0.5873250961303711;-0.7311921715736389
7;0.7239859104156494;0.5682770013809204;-0.7239599823951721;0.002;0.7444716095924377;0.5944156646728516;-0.7376834750175476
8;0.73028963804245;0.5758747458457947;-0.7293630838394165;0.002;0.7484944462776184;0.5996487736701965;-0.7429271340370178
9;0.7336254715919495;0.579835057258606;-0.7344093322753906;0.002;0.740386962890625;0.5895426869392395;-0.7374802827835083
10;0.7385448217391968;0.5861630439758301;-0.7376689910888672;0.002;0.7491546273231506;0.6003208756446838;-0.7433044910430908
11;0.7403746247291565;0.5883738994598389;-0.7399765849113464;0.002;0.7563447952270508;0.6098458170890808;-0.7516443133354187
12;0.7398076057434082;0.5875855088233948;-0.7392084002494812;0.002;0.7577395439147949;0.6112427115440369;-0.7502444386482239
13;0.7425983548164368;0.5911090970039368;-0.7425590753555298;0.002;0.7501900792121887;0.6018337607383728;-0.7452784776687622
14;0.7444376945495605;0.5933437943458557;-0.7439044713973999;0.002;0.7612344622612;0.6164155006408691;-0.75316321849823
15;0.7453302145004272;0.5945738554000854;-0.7453370094299316;0.002;0.7558375000953674;0.6090908050537109;-0.7479676008224487
16;0.7480186223983765;0.5979092717170715;-0.7478349208831787;0.002;0.7555647492408752;0.6091780066490173;-0.7465834021568298
