epoch;loss;lr;precision;recall;val_loss;val_precision;val_recall
0;0.26148155331611633;0.002;0.49189886450767517;0.7021499872207642;0.25777706503868103;0.5302017331123352;0.9393717646598816
1;0.12929095327854156;0.002;0.6747428178787231;0.600644052028656;0.1434982717037201;0.6982612013816833;0.7237895131111145
2;0.11606714874505997;0.002;0.6791577935218811;0.5951681733131409;0.11945576965808868;0.6978985071182251;0.7285446524620056
3;0.11131742596626282;0.002;0.679500162601471;0.5920238494873047;0.11432895809412003;0.7691720128059387;0.5616844296455383
4;0.10807310789823532;0.002;0.6772390007972717;0.5935911536216736;0.11241515725851059;0.6566001772880554;0.8080105781555176
5;0.1067790687084198;0.002;0.6775336265563965;0.593751847743988;0.10742797702550888;0.7338265180587769;0.6513007879257202
6;0.1038656160235405;0.002;0.6853798031806946;0.5951360464096069;0.10696721076965332;0.7430911660194397;0.6329203248023987
7;0.1030457392334938;0.002;0.6812891960144043;0.601510226726532;0.10794408619403839;0.7640264630317688;0.5812903046607971
8;0.10231316834688187;0.002;0.6777641773223877;0.6049849987030029;0.10782468318939209;0.7634831070899963;0.5864203572273254
9;0.1015596017241478;0.002;0.6847460865974426;0.6025058031082153;0.1095833033323288;0.7821234464645386;0.5389145612716675
10;0.10070472955703735;0.002;0.6846868991851807;0.6129007339477539;0.10436662286520004;0.728065550327301;0.673311710357666
11;0.10141763091087341;0.002;0.6829727292060852;0.6007753610610962;0.1039847582578659;0.6963225603103638;0.7388322353363037
12;0.10060261189937592;0.002;0.682747483253479;0.6026296019554138;0.10784642398357391;0.7853105068206787;0.5373691320419312
13;0.10006540268659592;0.002;0.6864266991615295;0.6043105125427246;0.10477130115032196;0.7315828800201416;0.6555712819099426
14;0.10019968450069427;0.002;0.6829785108566284;0.6066356897354126;0.10970278829336166;0.7971770763397217;0.49736180901527405
15;0.10026233643293381;0.002;0.6875500679016113;0.5911468863487244;0.10319888591766357;0.6904188394546509;0.7546339631080627
16;0.09940867125988007;0.002;0.683300256729126;0.6096675395965576;0.10978945344686508;0.8101159930229187;0.4777650833129883
17;0.09897450357675552;0.002;0.6897647380828857;0.6020675897598267;0.10563250631093979;0.7745127081871033;0.5683324933052063
18;0.09875623136758804;0.002;0.6885667443275452;0.6061445474624634;0.11429121345281601;0.8361045122146606;0.370170533657074
19;0.09884583950042725;0.002;0.6900873780250549;0.5991902947425842;0.10337615013122559;0.7343069911003113;0.6616249680519104
20;0.09894435107707977;0.00020000001;0.6960151195526123;0.5797073245048523;0.10211740434169769;0.7350967526435852;0.6602258682250977
21;0.0977586880326271;0.00020000001;0.6940417289733887;0.6044176816940308;0.10299094021320343;0.7566794157028198;0.614311158657074
22;0.09782993048429489;0.00020000001;0.69948410987854;0.5950945019721985;0.10213097184896469;0.7416074872016907;0.6482648253440857
23;0.09843850135803223;0.00020000001;0.6929256319999695;0.6032534241676331;0.10229972749948502;0.7470006942749023;0.6388459801673889
24;0.09772421419620514;0.00020000001;0.6908283233642578;0.6094555854797363;0.1029556542634964;0.7601368427276611;0.6114946603775024
25;0.09767548739910126;2.0000001e-05;0.701509952545166;0.5903507471084595;0.1020895466208458;0.7459936738014221;0.6427872776985168
26;0.09798762202262878;2.0000001e-05;0.6979275345802307;0.5952014327049255;0.1019086241722107;0.7417532205581665;0.6518312096595764
27;0.09774642437696457;2.0000001e-05;0.6945866942405701;0.5999000072479248;0.10174451768398285;0.736908495426178;0.6627223491668701
28;0.09710998833179474;2.0000001e-05;0.6960932612419128;0.6107926964759827;0.10184881836175919;0.7399258017539978;0.6565314531326294
29;0.09707553684711456;2.0000001e-05;0.6966986656188965;0.60734623670578;0.10186564922332764;0.7407687306404114;0.6545562744140625
30;0.09773913770914078;2.0000001e-05;0.6941596865653992;0.6077589392662048;0.10185690224170685;0.7402510046958923;0.6563394665718079
31;0.0980152115225792;2.0000001e-05;0.6924259066581726;0.6033423542976379;0.10194383561611176;0.7418878078460693;0.6514745354652405
32;0.09758516401052475;1e-05;0.6893388628959656;0.6072168350219727;0.10194672644138336;0.7420837879180908;0.6510630249977112
33;0.0975196585059166;1e-05;0.6953656077384949;0.6085741519927979;0.1019286960363388;0.7416301965713501;0.6520689725875854
34;0.09798863530158997;1e-05;0.6932186484336853;0.6075544953346252;0.10204677283763885;0.7446290254592896;0.6459420919418335
35;0.09812545031309128;1e-05;0.6946946978569031;0.603607177734375;0.1019546240568161;0.7417451739311218;0.651803731918335
36;0.09729255735874176;1e-05;0.6911835670471191;0.6107035279273987;0.10197216272354126;0.7424654960632324;0.6503863334655762
37;0.09774160385131836;1e-05;0.6949643492698669;0.6018609404563904;0.1020381823182106;0.7437612414360046;0.6478350162506104
38;0.09748568385839462;1e-05;0.6912582516670227;0.6096850037574768;0.10196082293987274;0.7422055602073669;0.6508984565734863
39;0.09779945760965347;1e-05;0.6932427287101746;0.6091118454933167;0.10201666504144669;0.7430181503295898;0.6486214399337769
40;0.0975842997431755;1e-05;0.6936856508255005;0.6065018773078918;0.1020766943693161;0.7453657388687134;0.6445704102516174
41;0.09831559658050537;1e-05;0.6921256184577942;0.6014246344566345;0.1020042896270752;0.7433735132217407;0.6488500833511353
42;0.09796831756830215;1e-05;0.6922909617424011;0.6072143316268921;0.1020747646689415;0.7452481389045715;0.6446527242660522
